label,keyword,text
0,in-need,"""the deportation of a.h.g. , """" a mentally ill person in need of special protection who lived most of his life in canada , on account of criminal offences recognized to be related to his mental illness , and which has effectively resulted in the abrupt withdrawal of available medical and family support on which a person in his vulnerable position is necessarily dependent , constituted a violation by the state party of its obligations under article 7 of the covenant , """" the committee deemed ."""
0,women,"rounding out the top five countries listed as the most dangerous places for women travellers are egypt , morocco , jamaica , india and peru ."
0,immigrant,"under new rules , immigrants convicted in new zealand of minor offences such as various traffic violations may not be granted further visas to remain in the country . from 26 march 2012 , immigration new zealand said their immigration officers will now be able to decline subsequent visas for those that commit minor offences ."
0,migrant,"he insisted that the deputy chief minister finish all the tasks entrusted to him , especially the long-awaited royal commission of inquiry on illegal immigrants in sabah report and the promised kdm university in tambunan ."
0,women,"of course , physical harm is only part of the story . largely normalized and unseen , violence against women surfaces in an insidious variety of forms : gender pay inequality , sexist jokes and advertising , photoshopping , pornography , the list goes on . it also reveals our national and ecclesial obsession with the female body and its rights and limitations in matters ranging from birth control to abortion to homosexuality ."
0,immigrant,"from an investment perspective , immigrants sometimes struggle making the mental switch from wealth accumulation to wealth preservation . after so many years concentrating their wealth in a single business asset , they can often find a well-balanced , diversified portfolio antithetical to their financial values ."
0,in-need,"""cape town 's next mayor , dan plato , has been described in news reports as """" mediocre """" and """" lacklustre """" . thus someone very much in need of a pr boost to inspire confidence in capetonians before he takes over on november 1 from the indomitable patricia de lille ."""
0,refugee,"... there 's no proper vetting process for the entry of refugees from syria , for example ."
0,women,"in ensuring the rights of sme sector , the apex trade body will focus on training and awareness , the leader said , adding that there will be a dedicated cell in order to create new women entrepreneurs ."
0,disabled,a court ordered an oil company to pay a former employee sh5.7 million for sacking him because he was disabled .
0,disabled,""""""" of course if the disabled wish to use conventional straws for one reason or other then the outlets would not be fined for supplying these straws to the oku . the issue of fining the oku actually does not arise , """" he said ."""
0,vulnerable,a new apartment building for some of winnipeg 's most vulnerable residents will open downtown next summer .
0,migrant,"after this , the labour movement in singapore was incorporated under the state 's control . the national trades union congress ( ntuc ) was founded in 1961 to oppose the left-wing satu . since 1980 , the main ntuc leader has always been a member of government . at present , the ntuc is no more than a puppet of the state and the steadily declining union memberships since the late 1970s illustrates its complete ineffectiveness and its bias against workers . also , cheap migrant workers from malaysia , thailand , indonesia , sri lanka , philippines and other countries , make up more than 30 percent of the total workforce and face a variety of discrimination ."
0,poor-families,"kempeneer , who said his organisation had the mandate of danjuma to manage the hospital for five years , assured that services to be offered by the hospital would be highly subsidised for poor families to access ."
0,migrant,""""""" this logic of praising the white supremacy is not just anti-immigration , """" calderon said . """" he is acting and speaking out against immigrants that have a different skin colour than he does , it is frankly racist and he is exploiting feelings like hitler did in his time , """" calderon said ."""
0,homeless,he further alleged that it is unthinkable that the government of an independent country can make people homeless by killing them in police firing and resorting to attacks and torching .
0,refugee,it was behind a controversial measure passed in january allowing denmark to seize valuables from refugees to pay for their stay .
0,refugee,ali abbas zafar 's gunday is based on the friendship of two boys bikram and bala who become refugees during the bangladesh war of liberation .
0,disabled,"but hiring such staff is not without its challenges . for instance , there may be resistance from managers and other employees who might not be comfortable with having colleagues who are disabled ."
0,disabled,the hindustan times said the finance ministry had asked banks to arrange for separate queues for senior citizens and the disabled .
0,poor-families,"in response , the cda stated that the punjab forest department check post is also located in main bara khau bazar of islamabad murree expressway . the cda stated that wood cutting is a compoundable offence and presently sui gas is not available in 32 villages , wherein the majority of the offenders belong to poor families ."
0,poor-families,delhi : going on stage at school and acting out scenes from your home life can uncover hidden truths . the stage at prerna school for girls in lucknow is the place where the performers - girls from poor families in the surrounding slums - suddenly realise they are unequal .
0,poor-families,"entire rural india has schools run by the bjp and its political support groups like the rashtriya swayam sevak sangh ( rss ) where the children of the rural poor families undergo the rss ' version of education . this is a phenomenon that has mushroomed in the past 15 years merely because the government schools either did not exist in the villages or of those that existed most did not function . if hindu or other religious or political extremism is increasing alarmingly in the country , it has to be concluded that behind this corruption has played an important role as a catalyst ."
0,migrant,"the bill beefs up enforcement of immigration laws and ends the diversity visa lottery for immigrants from underrepresented countries , among other things ."
0,immigrant,"alex , who only gave his first name , is among one million immigrants living in the l.a. metro area illegally ."
0,immigrant,"most of these immigrants are associated with criminal networks and illicit businesses , in which elements of local police and transporters are often involved ."
0,refugee,reverend dr. mbillah warns against politicisation of religion and what he describes as ' religionisation ' of politics which have the potential to destabilise the country and create refugees .
0,vulnerable,"it 's a social and political problem that has to be tackled with the right communication from the very top of the political establishment . reaching out to muslim communities , especially the most vulnerable muslim youth , is likely to be the best way to counter the terrorist propaganda ."
0,homeless,"over 3,000 persons left homeless after their houses burnt"
0,refugee,"how to prevent human trafficking and extortion also featured , alongside contact details for trafficking hotlines run by the iom and the u.n . refugee agency ."
0,homeless,"but at least one occupant has lost a unit to someone who was deemed in greater need , having been left homeless after ivan ."
0,homeless,"after the war , she was homeless as none of her relatives or neighbours gave her shelter and she had to live in the open with her three children and often went hungry . her two sons died soon after the war ."
0,poor-families,he added that any introduction of new law must emphasize on how much convenient or comfortable it would be to the majority of the population which constitutes the poor families .
0,immigrant,"eventually , lodge 's side had its way with the immigration act of 1924 . but , in the category of revenge is a dish best served cold , 90 years on , there is an italian/jewish majority on the u.s. supreme court . we might reasonably speculate , then , that one day -- after trump has joined ozymandias in antiquity -- children and grandchildren of today 's undocumented immigrants will be appointed to that august tribunal . <h> legendary actor john cullum brings an understated naturalism to the sentimental text . carol ..."
0,homeless,"bryan lipmann : and the acfi has resulted in us losing a lot of money , so essentially the money has been transferred from homeless services to mainstream . unintended , but that 's what 's happened and that 's the battle we 're facing at the moment , to try and recoup that money because without it we wo n't survive ."
0,immigrant,"karsten recounted how he came to canada from the netherlands when he was a child , and he was unaware until last week of the fears some locals had regarding dutch immigrants ."
0,hopeless,"over the last 20 years since diana 's death , the royals have enjoyed much better media coverage with a sophisticated pr operation helping to turn round the perception of a hopelessly out-of-touch institution where the tribulations of the queen 's children were played out in national newspapers ."
0,homeless,"""myth 6 : bedbugs prefer unsanitary , urban conditions """" bedbugs are terribly nondiscriminatory , """" schal says . bedbugs can be found anywhere from ritzy high-rises to homeless shelters . the prevalence of the bugs in low-income housing is therefore not a result of the insect 's preference , but of dense populations and the lack of money to pay for proper elimination strategies . """" any location is vulnerable , """" kells says . """" but some people are going to have a harder time getting control of them because it is such an expensive treatment . """""""
0,in-need,"juico pointed out that savings would result in higher allocations for all three funds . prize money will increase , operations will be more cost-effective and charity activities will expand to reach more people in need , she said ."
0,migrant,"sources include local authorities and interviews with officials , but figures are in many cases approximate . it is likely that migrants heading to europe have also been buried in unmarked graves in libya , but the country 's uncertain security situation prevented data collection ."
0,women,"this reporter witnessed pregnant women , some of them with children on their backs who braved the heavy rains to walk long distances to health facilities ."
0,refugee,"he explained that after the refugees left the country , the kigoma regional administration offered it to uvinza district for setting up administrative structures and agricultural investment under a letter reference no . cd 31/133/01 of february 27 , 2010 ."
0,refugee,"he was also named a named a youth ambassador by the un 's relief and works agency , which serves palestinian refugees across the middle east . the agency runs the khan younis refugee camp in gaza , where assaf has lived since the age of 4 ."
0,homeless,"those are a visual aid , of course , more than a sheltering necessity . housing authorities in vancouver claim there 's no need for anyone to be sleeping under canvas . the salvation army notes there are empty beds in the city 's hostels for a chronic homeless population pegged at anywhere from 500 to 1,200 ."
0,disabled,a disabled man who says he was assaulted in his own home waited six days to be formally interviewed by police - and even then he had to make the hour-long drive to the nearest station .
0,immigrant,"""this incident illustrated yet again how our racial discourse is spiralling off into some truly irrational places . one moment south africans were being told that an african immigrant using race as a descriptor for an innocuous purpose was ineffably """" racist """" ; the next that it was completely unacceptable to question government 's use of systematic race classification , """" for how else are numeri clausi meant to be enforced ! ! ! ? """""""
0,vulnerable,""""""" the three wfp-contracted trucks stopped in mandera had all the required paperwork from kenyan authorities , """" she told reuters , adding the organisation monitors its food aid shipments to ensure they only help the vulnerable ."""
0,poor-families,""""""" it is a very major change in medicaid that for the first time would allow people to be cut off for not meeting a work requirement , regardless of the hardship they may suffer , """" said judy solomon of the center on budget and policy priorities , which advocates for poor families ."""
0,hopeless,""""""" we have been left hopelessly , nursing the wounds . life here is becoming very difficult as some pastoralists are mocking us as they still graze their cattle into our farms because they know that the government will not do anything """" said damian ."""
0,homeless,a restaurant that is famous for giving free meals to the homeless and elderly has been ordered by the food and environmental hygiene department ( fehd ) to suspend business operations for 14 days . the government agency 's ...
0,in-need,the european union has opted to bring cine europa to leyte one year after strong typhoon struck the country as a gesture to local communities in need of some respite .
0,poor-families,"on the occasion , major fahad also distributed ration among the 40 poor families present at the medical camp . he said that army had been struggling to protect and serve the people of swat and had stood by them in every troubled hour . people hoped that more such free medical camps would be arranged in the future ."
0,refugee,"there are other paths to citizenship for refugees : tanzania , for example , has granted citizenship to tens of thousands of long-term refugees from neighbouring burundi . germany may , eventually , grant citizenship to some of the hundreds of thousands of refugees it has taken in since 2015 ."
0,women,"a number of prizes have been lined up for the day long competition which will see participants compete for the overall title , men and women prizes , first and second nine prizes , best lady prize , longest drive , nearest to the pin and best effort ."
0,in-need,""""""" we are deeply appreciative of the excitement and support investors have expressed for the sqz vision , """" said armon sharei , phd , sqz 's co-founder and ceo . """" our cell therapy platform has transformative potential and with this funding , we have the financial strength to drive our programs in solid tumors and autoimmune diseases to the clinic , taking us closer to our goal of bringing high impact cell therapies to patients in need . """""""
0,immigrant,"""savria symist , who is black and also in her 20s , could agreed no more . """" america is built on immigrants , we are all immigrants . my families are immigrants too . i feel that all these need to stop . """""""
0,migrant,"more than 200 people are resettled in launceston each year , with 13 migrant groups now calling the city home ."
0,migrant,"in fact , allegations of fraud , mismanagement and a series of lawsuits prompted the government to shut down immigrant investor programs in nova scotia , prince edward island and new brunswick ."
0,migrant,"""although hong kong laws do not draw a line on what constitutes a bribe in terms of monetary value , an icac-drafted document for new immigrants said that """" advantage is not defined by any amount """" and a hk$20 red packet is considered an advantage ."""
0,vulnerable,""""""" women are further held down in many societies by laws , religious barriers and customs that render them disadvantaged , vulnerable and susceptible to all forms of abuses , as one in three females around the world have been physically assaulted or sexually abused , often repeatedly by either a relative or an acquaintance . """""""
0,hopeless,"""the obituary published in the sandusky register says paul stark died wednesday at a hospice facility after a brief illness """" exacerbated by the hopeless condition of the cleveland browns . """""""
0,immigrant,"us president barack obama has imposed the most sweeping immigration reform in a generation , easing the threat of deportation for about 4.7 million undocumented immigrants and setting up a clash with republicans ."
0,homeless,"initial red cross estimates said that as many as 3,000 people have been left homeless by the disaster , and the figure is expected to rise . communications and electricity also have been affected ."
0,vulnerable,their target group in particular are orphans and vulnerable children living within the local community as identified through community leaders .
0,migrant,"""the sources , who asked for their names to be withheld , said those migrants with bona fide documentary evidence do not """" nurture fears of deportation , """" suggesting they are inclined to hold their ground ."""
0,disabled,"but in a morally-disabled country like nigeria , members of the ruling class deliberately subvert the law in order to consolidate their stranglehold on power and on the country 's wealth . serious corroborable allegations against officials at all levels of governance are so many that documenting them one by one would require a 10,000-page book ."
0,in-need,""""""" cardigan bay sac is protected under european legislation as an area in need of high protection , due to its bio-diversity , """" said mr subbiani . """" there is an area that is """" boxed off """" , and it is illegal to dredge in that area . there is also an area where scallop dredging is allowed , as a concession to the scallop industry . """""""
0,disabled,"""on the same page as the excellent letter from sheelah egan calling for care in the use of terminology relating to mental illness ( letters , june 15 ) was another letter referring to the knife-wielding man who was recently shot by police as """" intellectually disabled """" . to my knowledge , the man who was shot had a mental illness , not an intellectual disability . they are not the same thing , and people who suffer from mental illness are not helped by being treated as though they lack intelligence ."""
0,in-need,"this year alone , over one hundred million people are in need of a humanitarian assistance and protection . if that were a country , it will be the twelfth largest in the world . everyday thousands of men and women dedicate themselves to helping communities cope with and indeed recover from the impacts of wars , disaster , displacement , hunger and disease . humanitarian action is reaching more people in more places than ever before . yet the number of people in need continues to escalate , said stephen o'brien while delivering his welcoming speech ."
0,migrant,"agriculture has much room for expansion , but only on a high-technology basis which , if pursued , could be a winner . remittances have steady but not dramatic growth prospects . indeed , better prospects exist , but only with the expansion of higher education to provide for future migrants and greater remittance prospects ."
